Link,Name,Mileage,Engine Capacity,Year of manufacture,Fuel type,Price
https://gratka.pl/motoryzacja/toyota-yaris-iii-comfort-comfort-1-5-hybrid-116km-e-cvt-pakiet-style-tech/ob/30715643,Toyota Yaris III Comfort Comfort 1.5 Hybrid 116KM e-CVT + Pakiet Style+Tech,NaN,1497 cm3,2023,technologia hybrydowa,103 800zł
https://gratka.pl/motoryzacja/toyota-comfort-comfort-1-0-vvt-i-72-km-5m-t-kamera-cofania-felgi-17-bluetoo/ob/30715625,Toyota Comfort Comfort 1.0 VVT-i 72 KM 5M/T Kamera Cofania+Felgi 17+Bluetoo,NaN,998 cm3,2023,benzyna,72 900zł
https://gratka.pl/motoryzacja/cupra-1-5-tsi-formentor-1-5-tsi-150km-dsg/ob/30715467,Cupra 1.5 TSI Formentor 1.5 TSI 150KM DSG,NaN,1498 cm3,2023,benzyna,155 500zł
https://gratka.pl/motoryzacja/cupra-2-0-tsi-4drive-vz-dsg-2-0-tsi-4drive-vz-dsg-310km/ob/30715447,Cupra 2.0 TSI 4Drive VZ DSG 2.0 TSI 4Drive VZ DSG 310KM,NaN,1984 cm3,2023,benzyna,255 000zł
https://gratka.pl/motoryzacja/cupra-1-5-tsi-leon-1-5-tsi-150km/ob/30715425,Cupra 1.5 TSI Leon 1.5 TSI 150KM,NaN,1498 cm3,2023,benzyna,135 600zł
https://gratka.pl/motoryzacja/cupra-2-0-tsi-vz-dsg-2-0-tsi-245km-vz-dsg/ob/30715399,Cupra 2.0 TSI VZ DSG 2.0 TSI 245km VZ DSG,NaN,1984 cm3,2023,benzyna,223 795zł
https://gratka.pl/motoryzacja/cupra-vz-formentor-vz-2-0-tsi-310km-dsg-4drive/ob/30715377,Cupra VZ Formentor VZ 2.0 TSI 310KM DSG 4Drive,NaN,1984 cm3,2023,benzyna,245 113zł
https://gratka.pl/motoryzacja/cupra-leon-1-5-etsi-150km-dsg/ob/30715365,Cupra Leon 1.5 eTSI 150KM DSG,NaN,1498 cm3,2023,benzyna,173 600zł
https://gratka.pl/motoryzacja/cupra-leon-1-5-etsi-150km-dsg/ob/30715347,Cupra Leon 1.5 eTSI 150KM DSG,NaN,1498 cm3,2023,benzyna,165 000zł
https://gratka.pl/motoryzacja/cupra-58kwh-e-boost-born-58kwh-e-boost-231km/ob/30715325,Cupra 58kWh E-Boost Born 58kWh E-Boost 231KM,NaN,NaN,2023,napęd elektryczny,219 900zł
https://gratka.pl/motoryzacja/cupra-vz-formentor-vz-2-0-tsi-310km-4drive-dsg/ob/30715301,Cupra VZ Formentor VZ 2.0 TSI 310KM 4Drive DSG,NaN,1984 cm3,2023,benzyna,257 595zł
https://gratka.pl/motoryzacja/mazda-2-iv-1-5-hybrid-agile-cvt-agile-1-5-hybrid-116km-cvt/ob/30715203,Mazda 2 IV 1.5 Hybrid Agile CVT Agile 1.5 Hybrid 116KM CVT,NaN,1490 cm3,2022,technologia hybrydowa,105 800zł
https://gratka.pl/motoryzacja/mazda-3-iii-2-0-mhev-enso-enso-2-0-mhev-186km-mt/ob/30715195,Mazda 3 III 2.0 mHEV Enso Enso 2.0 mHEV 186KM MT,NaN,1998 cm3,2022,benzyna,155 400zł
https://gratka.pl/motoryzacja/mazda-2-5-phev-takumi-awd-aut-takumi-2-5-phev-327km-awd-at/ob/30715177,Mazda 2.5 PHEV Takumi AWD aut Takumi 2.5 PHEV 327KM AWD AT,NaN,2488 cm3,2022,technologia hybrydowa,311 500zł
https://gratka.pl/motoryzacja/mazda-3-3-d-mhev-takumi-aut-takumi-3-3-254km-mhev-at/ob/30715165,Mazda 3.3 D mHEV Takumi aut Takumi 3.3 254KM mHEV AT,NaN,3283 cm3,2023,diesel,287 700zł
https://gratka.pl/motoryzacja/cupra-1-5-tsi-dsg-1-5-tsi-dsg-150km-comfort/ob/30715155,Cupra 1.5 TSI DSG 1.5 TSI DSG 150KM | Comfort + |,NaN,1498 cm3,2023,benzyna,157 000zł
https://gratka.pl/motoryzacja/audi-a4-8w-35-tfsi-2-0-35-tfsi-150km-pakiet-comfort/ob/30715151,Audi A4 8W 35 TFSI 2.0 35 TFSI (150KM) | Pakiet Comfort,NaN,1984 cm3,2023,benzyna,180 585zł
https://gratka.pl/motoryzacja/mazda-3-3-d-mhev-homura-aut-homura-3-3-200km-mhev-at/ob/30715149,Mazda 3.3 D mHEV Homura aut Homura 3.3 200KM mHEV AT,NaN,3283 cm3,2022,diesel,271 500zł
https://gratka.pl/motoryzacja/mazda-2-5-phev-homura-awd-aut-homura-2-5-phev-327km-awd-at/ob/30715139,Mazda 2.5 PHEV Homura AWD aut Homura 2.5 PHEV 327KM AWD AT,NaN,2488 cm3,2022,technologia hybrydowa,303 500zł
https://gratka.pl/motoryzacja/mazda-2-5-phev-takumi-awd-aut-takumi-2-5-phev-327km-awd-at/ob/30715125,Mazda 2.5 PHEV Takumi AWD aut Takumi 2.5 PHEV 327KM AWD AT,NaN,2488 cm3,2022,technologia hybrydowa,304 600zł
https://gratka.pl/motoryzacja/mazda-cx-30-2-0-mhev-kanjo-awd-kanjo-2-0-150km-mt-awd/ob/30715119,Mazda CX-30 2.0 mHEV Kanjo AWD Kanjo 2.0 150KM MT AWD,NaN,1998 cm3,2022,benzyna,150 000zł
https://gratka.pl/motoryzacja/cupra-1-5-tsi-formentor-1-5-tsi-150km-dsg-comfort-navi-system/ob/30715115,Cupra 1.5 TSI Formentor 1.5 TSI 150KM DSG | Comfort + | navi System + |,NaN,1498 cm3,2023,benzyna,176 124zł
https://gratka.pl/motoryzacja/cupra-1-5-etsi-dsg-1-5-etsi-dsg-150km-comfort-matrix-led/ob/30715085,Cupra 1.5 eTSI DSG 1.5 eTSI DSG 150KM | Comfort + | Matrix LED |,NaN,1498 cm3,2023,benzyna,163 482zł
https://gratka.pl/motoryzacja/toyota-corolla-xii-1-5-comfort-1-5-comfort-benzyna-125km/ob/30715047,Toyota Corolla XII 1.5 Comfort 1.5 Comfort Benzyna(125KM),NaN,1490 cm3,2022,benzyna,95 400zł
https://gratka.pl/motoryzacja/toyota-corolla-xii-1-2-t-active-1-2-t-active-116km/ob/30715011,Toyota Corolla XII 1.2 T Active 1.2 T Active 116KM,NaN,1197 cm3,2022,benzyna,96 600zł
https://gratka.pl/motoryzacja/toyota-aygo-ii-1-0-vvt-i-executive-cvt-1-0-vvt-i-executive-cvt-72km/ob/30714971,Toyota Aygo II 1.0 VVT-i Executive CVT 1.0 VVT-i Executive CVT 72KM,3151,998 cm3,2022,benzyna,86 900zł
https://gratka.pl/motoryzacja/toyota-yaris-iii-comfort-1-5-hybrid-116km/ob/30714769,Toyota Yaris III Comfort 1.5 Hybrid 116KM,NaN,1497 cm3,2022,technologia hybrydowa,93 500zł
https://gratka.pl/motoryzacja/toyota-yaris-iii-hybrid-1-5-comfort-1-5-comfort-116km/ob/30714751,Toyota Yaris III Hybrid 1.5 Comfort 1.5 Comfort 116KM,NaN,1497 cm3,2023,technologia hybrydowa,103 500zł
https://gratka.pl/motoryzacja/toyota-aygo-ii-1-0-vvt-i-undercover-1-0-vvt-i-undercover-72km/ob/30714513,Toyota Aygo II 1.0 VVT-i Undercover 1.0 VVT-i Undercover 72KM,NaN,998 cm3,2023,benzyna,87 900zł
https://gratka.pl/motoryzacja/toyota-aygo-ii-1-0-vvt-i-style-x-1-0-vvt-i-style-benzyna-72km/ob/30714495,Toyota Aygo II 1.0 VVT-i Style X 1.0 VVT-i Style Benzyna (72KM),NaN,998 cm3,2023,benzyna,79 900zł
https://gratka.pl/motoryzacja/toyota-1-0-vvt-i-style-1-0-vvt-i-style-72km/ob/30714485,Toyota 1.0 VVT-i Style 1.0 VVT-i Style 72KM,NaN,998 cm3,2023,benzyna,74 900zł
https://gratka.pl/motoryzacja/toyota-aygo-ii-1-0-vvt-i-style-cvt-1-0-vvt-i-style-cvt-automat-72km/ob/30714479,Toyota Aygo II 1.0 VVT-i Style CVT 1.0 VVT-i Style CVT Automat(72KM),NaN,998 cm3,2023,benzyna,79 900zł
https://gratka.pl/motoryzacja/toyota-aygo-ii-1-0-vvt-i-style-cvt-1-0-vvt-i-style-cvt-automat-72km/ob/30714453,Toyota Aygo II 1.0 VVT-i Style CVT 1.0 VVT-i Style CVT Automat(72KM),NaN,998 cm3,2023,benzyna,79 900zł
https://gratka.pl/motoryzacja/toyota-aygo-ii-1-0-vvt-i-style-cvt-1-0-vvt-i-style-cvt-automat-72km/ob/30714437,Toyota Aygo II 1.0 VVT-i Style CVT 1.0 VVT-i Style CVT Automat(72KM),NaN,998 cm3,2023,benzyna,79 900zł
https://gratka.pl/motoryzacja/toyota-1-0-vvt-i-undercover-1-0-vvt-i-undercover-72km/ob/30714407,Toyota 1.0 VVT-i Undercover 1.0 VVT-i Undercover 72KM,NaN,998 cm3,2023,benzyna,89 900zł
https://gratka.pl/motoryzacja/toyota-yaris-iii-hybrid-1-5-comfort-1-5-comfort-116km-i-pakiet-bussines/ob/30713989,Toyota Yaris III Hybrid 1.5 Comfort 1.5 Comfort 116KM I Pakiet Bussines!,NaN,1497 cm3,2023,technologia hybrydowa,103 260zł
https://gratka.pl/motoryzacja/toyota-yaris-iii-comfort-cvt-comfort-cvt-1-5-benzyna-125km/ob/30713817,Toyota Yaris III Comfort CVT Comfort CVT 1.5 Benzyna 125KM,NaN,1496 cm3,2023,benzyna,95 400zł
https://gratka.pl/motoryzacja/toyota-yaris-iii-comfort-cvt-cvt-1-5-benzyna-125km/ob/30713799,Toyota Yaris III Comfort CVT CVT 1.5 Benzyna 125KM,NaN,1496 cm3,2023,benzyna,95 400zł
https://gratka.pl/motoryzacja/toyota-yaris-iii-comfort-cvt-cvt-1-5-benzyna-125km/ob/30713783,Toyota Yaris III Comfort CVT CVT 1.5 Benzyna 125KM,NaN,1496 cm3,2023,benzyna,96 300zł
https://gratka.pl/motoryzacja/toyota-corolla-xii-comfort-comfort-1-5-vvt-i-125km/ob/30713723,Toyota Corolla XII Comfort Comfort 1.5 VVT-i 125KM,NaN,1490 cm3,2022,benzyna,108 400zł
https://gratka.pl/motoryzacja/toyota-corolla-xii-comfort-comfort-1-5-vvt-i-125km/ob/30713549,Toyota Corolla XII Comfort Comfort 1.5 VVT-i 125KM,NaN,1490 cm3,2022,benzyna,108 400zł
https://gratka.pl/motoryzacja/toyota-corolla-xii-comfort-comfort-1-5-vvt-i-125km/ob/30713535,Toyota Corolla XII Comfort Comfort 1.5 VVT-i 125KM,NaN,1490 cm3,2022,benzyna,101 590zł
https://gratka.pl/motoryzacja/toyota-corolla-xii-comfort-comfort-1-5-vvt-i-125km/ob/30713521,Toyota Corolla XII Comfort Comfort 1.5 VVT-i 125KM,NaN,1490 cm3,2022,benzyna,101 900zł
https://gratka.pl/motoryzacja/volvo-xc40-b3-plus-dark-2-0-xc40-b3-plus-dark-163km-driver-assist/ob/30713415,Volvo XC40 B3 Plus Dark 2.0 XC40 B3 Plus Dark (163KM) | Driver assist,NaN,1969 cm3,2023,benzyna,201 500zł
https://gratka.pl/motoryzacja/toyota-corolla-xii-1-5-comfort-1-5-comfort-125km/ob/30706927,Toyota Corolla XII 1.5 Comfort 1.5 Comfort 125KM,NaN,1490 cm3,2022,benzyna,107 400zł
https://gratka.pl/motoryzacja/mercedes-benz-klasa-glb-200-4-matic-amg-line-200-4-matic-amg-line-1-3-163km/ob/30706821,Mercedes-Benz Klasa GLB 200 4-Matic AMG Line 200 4-Matic AMG Line 1.3 (163KM),14000,1332 cm3,2022,benzyna,199 000zł
https://gratka.pl/motoryzacja/toyota-corolla-xii-1-5-comfort-1-5-comfort-125km/ob/30706555,Toyota Corolla XII 1.5 Comfort 1.5 Comfort 125KM,NaN,1490 cm3,2022,benzyna,107 400zł
https://gratka.pl/motoryzacja/volvo-v60-ii-cc-pro-b4-d-2-0v60-cc-pro-b4-d-211km-pakiet-climate/ob/30706327,Volvo V60 II CC Pro B4 D 2.0V60 CC Pro B4 D (211KM) | Pakiet Climate,14000,1969 cm3,2022,diesel,219 900zł
https://gratka.pl/motoryzacja/toyota-proace-long-l2h1-vip-at-long-l2h1-vip-at-177km/ob/30706177,Toyota ProAce Long L2H1 VIP AT Long L2H1 VIP AT 177KM,NaN,1997 cm3,2023,diesel,"271 582,77zł"
https://gratka.pl/motoryzacja/audi-q5-iii-40-tdi-quattro-advanced-2-0-40-tdi-quattro-advanced-204km-pakiet/ob/30705807,Audi Q5 III 40 TDI Quattro Advanced 2.0 40 TDI Quattro Advanced (204KM) | Pakiet,NaN,1968 cm3,2023,diesel,243 700zł
https://gratka.pl/motoryzacja/toyota-yaris-iii-comfort-1-5-hybrid-116km/ob/30705625,Toyota Yaris III Comfort 1.5 Hybrid 116KM,NaN,1497 cm3,2023,technologia hybrydowa,99 400zł
https://gratka.pl/motoryzacja/toyota-yaris-iii-active-1-5-hybrid-116km-e-cvt/ob/30705601,Toyota Yaris III Active 1.5 Hybrid 116KM e-CVT,NaN,1497 cm3,2022,technologia hybrydowa,95 390zł
https://gratka.pl/motoryzacja/citroen-c3-aircross-1-2-puretech-shine-s-s-eat6-1-2-puretech-130km-shine-pack/ob/30705103,Citroen C3 Aircross 1.2 PureTech Shine S&S EAT6 1.2 PureTech 130km Shine Pack,500,1199 cm3,2022,benzyna,115 000zł
https://gratka.pl/motoryzacja/citroen-c3-aircross-1-2-puretech-shine-s-s-1-2-puretech-shine-s-s-110km/ob/30705089,Citroen C3 Aircross 1.2 PureTech Shine S&S 1.2 PureTech Shine S&S 110KM,NaN,1199 cm3,2022,benzyna,101 800zł
https://gratka.pl/motoryzacja/citroen-c4-ii-e-c4-shine-e-c4-shine-136km/ob/30705071,Citroen C4 II e-C4 Shine e-C4 Shine 136KM,NaN,NaN,2022,napęd elektryczny,169 900zł
https://gratka.pl/motoryzacja/citroen-1-2-puretech-shine-s-s-eat8-1-2-puretech-131km-shine-eat8/ob/30705063,Citroen 1.2 PureTech Shine S&S EAT8 1.2 PureTech 131KM Shine EAT8,NaN,1199 cm3,2023,benzyna,131 600zł
https://gratka.pl/motoryzacja/audi-a6-v-c8-s6-tdi-quattro-3-0-s6-tdi-quattro-344km-pakiet-oswietlenia-wnetr/ob/30705047,Audi A6 V (C8) S6 TDI quattro 3.0 S6 TDI quattro (344KM) | Pakiet oświetlenia wnętr,NaN,2967 cm3,2023,diesel,491 100zł
https://gratka.pl/motoryzacja/citroen-c4-ii-1-5-bluehdi-feel-pack-s-s-1-5-bluehdi-110km-feel-pack/ob/30705041,Citroen C4 II 1.5 BlueHDi Feel Pack S&S 1.5 BlueHDI 110km Feel Pack,NaN,1499 cm3,2022,diesel,116 400zł
https://gratka.pl/motoryzacja/citroen-c4-ii-1-2-puretech-feel-pack-s-s-eat8-1-2-puretech-130km-feel-pack-eat8/ob/30705003,Citroen C4 II 1.2 PureTech Feel Pack S&S EAT8 1.2 PureTech 130km Feel Pack EAT8,NaN,1199 cm3,2023,benzyna,122 000zł
https://gratka.pl/motoryzacja/audi-a4-8w-40-tdi-quattro-s-line-avant-40-tdi-quattro-s-line-avant-2-0-pakiet/ob/30704797,Audi A4 8W 40 TDI quattro S Line Avant 40 TDI quattro S Line Avant 2.0 | Pakiet,NaN,1968 cm3,2023,diesel,239 500zł
https://gratka.pl/motoryzacja/citroen-1-2-puretech-feel-s-s-mt6-1-2-puretech-feel-s-s-mt6-130km/ob/30704767,Citroen 1.2 PureTech Feel S&S MT6 1.2 PureTech Feel S&S MT6 130KM,NaN,1199 cm3,2023,benzyna,99 900zł
https://gratka.pl/motoryzacja/audi-q7-ii-50-tdi-quattro-s-line-50-tdi-quattro-s-line-3-0-286km/ob/30704533,Audi Q7 II 50 TDI quattro S Line 50 TDI quattro S Line 3.0 (286KM),NaN,2967 cm3,2023,diesel,376 600zł
https://gratka.pl/motoryzacja/peugeot-allure-pack-puretech-130-km-ss-eat8-allure-pack-1-2-puretech-130km-2/ob/30704505,Peugeot Allure Pack PureTech 130 KM SS EAT8 Allure Pack 1.2 PureTech 130KM 2,NaN,1200 cm3,2023,benzyna,143 900zł
https://gratka.pl/motoryzacja/volvo-xc60-ii-b4-d-awd-plus-dark-2-0-b4-d-awd-plus-dark-211km-pakiet-climate/ob/30703903,Volvo XC60 II B4 D AWD Plus Dark 2.0 B4 D AWD Plus Dark (211KM) | Pakiet Climate,NaN,1969 cm3,2023,diesel,253 200zł
https://gratka.pl/motoryzacja/citroen-c4-ii-1-2-puretech-shine-s-s-eat8-1-2-puretech-shine-s-s-eat8-130km/ob/30703895,Citroen C4 II 1.2 PureTech Shine S&S EAT8 1.2 PureTech Shine S&S EAT8 130KM,NaN,1199 cm3,2023,benzyna,136 400zł
https://gratka.pl/motoryzacja/volvo-s60-iii-b4-b-plus-dark-2-0-b4-b-plus-dark-211km-driver-assistance/ob/30703787,Volvo S60 III B4 B Plus Dark 2.0 B4 B Plus Dark (211KM) | Driver Assistance,NaN,1969 cm3,2023,benzyna,210 200zł
https://gratka.pl/motoryzacja/citroen-c4-ii-1-5-bluehdi-shine-s-s-eat8-1-6-bluehdi-130km-shine/ob/30703449,Citroen C4 II 1.5 BlueHDi Shine S&S EAT8 1.6 BlueHDi 130km Shine,15000,1499 cm3,2022,diesel,122 300zł
https://gratka.pl/motoryzacja/citroen-c3-iii-1-2-puretech-shine-1-2-puretech-83km-shine/ob/30703413,Citroen C3 III 1.2 PureTech Shine 1.2 PureTech 83km Shine,NaN,1199 cm3,2023,benzyna,79 800zł
https://gratka.pl/motoryzacja/volvo-xc40-ultimate-p8-awd-408km-pakiet-climate/ob/30703389,Volvo XC40 Ultimate P8 AWD (408KM) | Pakiet Climate,NaN,NaN,2023,napęd elektryczny,300 900zł
https://gratka.pl/motoryzacja/citroen-c3-iii-1-2-puretech-shine-eat6-1-2-puretech-shine-110km/ob/30703381,Citroen C3 III 1.2 PureTech Shine EAT6 1.2 PureTech Shine 110km,NaN,1199 cm3,2023,benzyna,97 000zł
https://gratka.pl/motoryzacja/citroen-c3-aircross-1-2-puretech-shine-s-s-eat6-1-2-puretech-shine-s-s-eat6-130km/ob/30703347,Citroen C3 Aircross 1.2 PureTech Shine S&S EAT6 1.2 PureTech Shine S&S EAT6 130KM,NaN,1199 cm3,2022,benzyna,109 000zł
https://gratka.pl/motoryzacja/citroen-1-6-phev-shine-pack-eat8-1-6-phev-shine-pack-eat8-225km/ob/30703317,Citroen 1.6 PHEV Shine Pack EAT8 1.6 PHEV Shine Pack EAT8 225KM,7500,1598 cm3,2022,technologia hybrydowa,210 000zł
https://gratka.pl/motoryzacja/citroen-c3-iii-1-2-puretech-shine-shine-1-2-puretech-83km-mt/ob/30703281,Citroen C3 III 1.2 PureTech Shine Shine 1.2 PureTech 83KM MT,NaN,1199 cm3,2022,benzyna,75 900zł
https://gratka.pl/motoryzacja/citroen-c4-ii-1-2-puretech-shine-s-s-eat8-1-2-puretech-shine-s-s-eat8-130km/ob/30703257,Citroen C4 II 1.2 PureTech Shine S&S EAT8 1.2 PureTech Shine S&S EAT8 130KM,NaN,1199 cm3,2022,benzyna,116 650zł
https://gratka.pl/motoryzacja/volvo-xc90-v-b5-d-awd-plus-dark-7os-b5-d-awd-plus-dark-7os-2-0-podgrzewana-szyb/ob/30703117,Volvo XC90 V B5 D AWD Plus Dark 7os B5 D AWD Plus Dark 7os 2.0 | Podgrzewana szyb,NaN,1969 cm3,2023,diesel,350 300zł
https://gratka.pl/motoryzacja/peugeot-3008-ii-1-6-puretech-hybrid-phev-allure-pack-s-s-eat8-1-6-puretech-hybrid-ph/ob/30702931,Peugeot 3008 II 1.6 PureTech Hybrid PHEV Allure Pack S&S EAT8 1.6 PureTech Hybrid PH,NaN,1598 cm3,2023,technologia hybrydowa,208 600zł
https://gratka.pl/motoryzacja/peugeot-208-ii-1-2-puretech-allure-pack-s-s-eat8-1-2-puretech-allure-pack-s-s-eat8/ob/30702877,Peugeot 208 II 1.2 PureTech Allure Pack S&S EAT8 1.2 PureTech Allure Pack S&S EAT8,9500,1199 cm3,2022,benzyna,98 600zł
https://gratka.pl/motoryzacja/peugeot-3008-ii-1-5-bluehdi-allure-pack-s-s-eat8-1-5-bluehdi-allure-pack-s-s-eat8-13/ob/30702845,Peugeot 3008 II 1.5 BlueHDi Allure Pack S&S EAT8 1.5 BlueHDi Allure Pack S&S EAT8 13,NaN,1499 cm3,2023,diesel,163 000zł
https://gratka.pl/motoryzacja/peugeot-3008-ii-1-6-puretech-hybrid-phev-allure-pack-s-s-eat8-1-6-puretech-hybrid-ph/ob/30702789,Peugeot 3008 II 1.6 PureTech Hybrid PHEV Allure Pack S&S EAT8 1.6 PureTech Hybrid PH,NaN,1598 cm3,2023,technologia hybrydowa,202 900zł
https://gratka.pl/motoryzacja/peugeot-208-ii-e-208-allure-pack-e-208-allure-pack-136km/ob/30702745,Peugeot 208 II e-208 Allure Pack e-208 Allure Pack 136KM,NaN,NaN,2023,napęd elektryczny,170 000zł
https://gratka.pl/motoryzacja/peugeot-2008-1-5-bluehdi-allure-pack-s-s-eat8-1-5-bluehdi-allure-pack-s-s-eat8-13/ob/30702719,Peugeot 2008 1.5 BlueHDi Allure Pack S&S EAT8 1.5 BlueHDi Allure Pack S&S EAT8 13,NaN,1499 cm3,2022,diesel,125 800zł
https://gratka.pl/motoryzacja/citroen-c4-ii-1-2-puretech-feel-pack-s-s-eat8-1-2-puretech-feel-pack-s-s-eat8-130k/ob/30702699,Citroen C4 II 1.2 PureTech Feel Pack S&S EAT8 1.2 PureTech Feel Pack S&S EAT8 130K,NaN,1199 cm3,2023,benzyna,128 550zł
https://gratka.pl/motoryzacja/peugeot-2008-e-2008-allure-pack-e-2008-allure-pack-136km/ob/30702645,Peugeot 2008 e-2008 Allure Pack e-2008 Allure Pack 136KM,NaN,NaN,2023,napęd elektryczny,189 850zł
https://gratka.pl/motoryzacja/peugeot-208-ii-1-2-puretech-allure-pack-s-s-eat8-1-2-puretech-allure-pack-s-s-eat8/ob/30702455,Peugeot 208 II 1.2 PureTech Allure Pack S&S EAT8 1.2 PureTech Allure Pack S&S EAT8,NaN,1199 cm3,2023,benzyna,100 699zł
https://gratka.pl/motoryzacja/peugeot-208-ii-1-2-puretech-gt-s-s-eat8-1-2-puretech-gt-s-s-eat8-100km/ob/30702423,Peugeot 208 II 1.2 PureTech GT S&S EAT8 1.2 PureTech GT S&S EAT8 100KM,NaN,1199 cm3,2023,benzyna,109 300zł
https://gratka.pl/motoryzacja/peugeot-208-ii-1-2-puretech-gt-s-s-eat8-1-2-puretech-gt-s-s-eat8-100km/ob/30702381,Peugeot 208 II 1.2 PureTech GT S&S EAT8 1.2 PureTech GT S&S EAT8 100KM,NaN,1199 cm3,2023,benzyna,115 008zł
https://gratka.pl/motoryzacja/peugeot-208-ii-e-208-allure-pack-e-208-allure-pack-136km/ob/30702355,Peugeot 208 II e-208 Allure Pack e-208 Allure Pack 136KM,NaN,NaN,2023,napęd elektryczny,161 700zł
https://gratka.pl/motoryzacja/peugeot-208-ii-1-2-puretech-allure-pack-s-s-1-2-puretech-allure-pack-s-s-100km/ob/30702339,Peugeot 208 II 1.2 PureTech Allure Pack S&S 1.2 PureTech Allure Pack S&S 100KM,NaN,1199 cm3,2023,benzyna,92 800zł
https://gratka.pl/motoryzacja/peugeot-208-ii-1-2-puretech-gt-s-s-1-2-puretech-gt-s-s-100km/ob/30702319,Peugeot 208 II 1.2 PureTech GT S&S 1.2 PureTech GT S&S 100KM,NaN,1199 cm3,2023,benzyna,108 300zł
https://gratka.pl/motoryzacja/peugeot-2008-1-2-puretech-allure-pack-s-s-1-2-puretech-allure-pack-s-s-130km/ob/30702293,Peugeot 2008 1.2 PureTech Allure Pack S&S 1.2 PureTech Allure Pack S&S 130KM,NaN,1199 cm3,2023,benzyna,110 500zł
https://gratka.pl/motoryzacja/peugeot-3008-ii-1-2-puretech-allure-pack-s-s-eat8-1-2-puretech-allure-pack-s-s-eat8/ob/30702271,Peugeot 3008 II 1.2 PureTech Allure Pack S&S EAT8 1.2 PureTech Allure Pack S&S EAT8,NaN,1199 cm3,2023,benzyna,145 650zł
https://gratka.pl/motoryzacja/citroen-c4-ii-1-5-bluehdi-shine-s-s-eat8-1-5-bluehdi-shine-s-s-eat8-130km/ob/30702229,Citroen C4 II 1.5 BlueHDi Shine S&S EAT8 1.5 BlueHDi Shine S&S EAT8 130KM,NaN,1499 cm3,2023,diesel,146 600zł
https://gratka.pl/motoryzacja/citroen-c5-aircross-1-2-puretech-shine-pack-eat8-1-2-puretech-shine-pack-eat8-130km/ob/30702205,Citroen C5 Aircross 1.2 PureTech Shine Pack EAT8 1.2 PureTech Shine Pack EAT8 130KM,4000,1199 cm3,2022,benzyna,156 000zł
https://gratka.pl/motoryzacja/citroen-c3-iii-1-2-puretech-shine-1-2-puretech-shine-110km/ob/30702169,Citroen C3 III 1.2 PureTech Shine 1.2 PureTech Shine 110KM,NaN,1199 cm3,2023,benzyna,84 000zł
https://gratka.pl/motoryzacja/citroen-c3-iii-1-2-puretech-shine-1-2-puretech-shine-83km/ob/30702125,Citroen C3 III 1.2 PureTech Shine 1.2 PureTech Shine 83KM,NaN,1199 cm3,2022,benzyna,83 000zł
https://gratka.pl/motoryzacja/citroen-1-6-phev-shine-pack-eat8-1-6-phev-shine-pack-eat8-225km/ob/30701973,Citroen 1.6 PHEV Shine Pack EAT8 1.6 PHEV Shine Pack EAT8 225KM,5900,1598 cm3,2022,technologia hybrydowa,199 900zł
https://gratka.pl/motoryzacja/citroen-c5-aircross-1-2-puretech-feel-pack-eat8-1-2-puretech-feel-pack-eat8-130km/ob/30701931,Citroen C5 Aircross 1.2 PureTech Feel Pack EAT8 1.2 PureTech Feel Pack EAT8 130KM,NaN,1199 cm3,2023,benzyna,143 400zł
https://gratka.pl/motoryzacja/citroen-c3-iii-1-2-puretech-shine-1-2-puretech-shine-83km/ob/30701301,Citroen C3 III 1.2 PureTech Shine 1.2 PureTech Shine 83KM,NaN,1199 cm3,2022,benzyna,75 900zł
https://gratka.pl/motoryzacja/citroen-c5-aircross-1-5-bluehdi-shine-eat8-1-5-bluehdi-shine-eat8-130km/ob/30701237,Citroen C5 Aircross 1.5 BlueHDi Shine EAT8 1.5 BlueHDi Shine EAT8 130KM,NaN,1499 cm3,2022,diesel,154 500zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-life-life-1-5-tsi-150km-pakiet-comfort-kamera-cofania/ob/30697813,Volkswagen T-Roc Life Life 1.5 TSI 150KM Pakiet Comfort Kamera cofania,NaN,1498 cm3,2023,benzyna,118 000zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-1-5-tsi-life-1-5-tsi-150km-life-pakiet-comfort-siedzenia-komfortowe/ob/30697797,Volkswagen T-Roc 1.5 TSI Life 1.5 TSI 150km Life Pakiet Comfort Siedzenia komfortowe,NaN,1498 cm3,2023,benzyna,118 090zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-1-5-tsi-life-1-5-tsi-150km-life-pakiet-comfort-kamera-cofania/ob/30697769,Volkswagen T-Roc 1.5 TSI Life 1.5 TSI 150km Life Pakiet Comfort Kamera cofania,NaN,1498 cm3,2023,benzyna,120 490zł
https://gratka.pl/motoryzacja/volkswagen-t-roc-1-5-tsi-style-dsg-1-5-tsi-150km-style-dsg-pakiet-comfort-pakiet-tech/ob/30697713,Volkswagen T-Roc 1.5 TSI Style DSG 1.5 TSI 150km Style DSG Pakiet Comfort Pakiet Tech,NaN,1498 cm3,2023,benzyna,155 396zł
https://gratka.pl/motoryzacja/volkswagen-golf-viii-viii-viii-1-0-tsi-90km-pakiet-comfort-app-connect/ob/30697651,Volkswagen Golf VIII VIII VIII 1.0 TSI 90KM Pakiet Comfort App-Connect,NaN,999 cm3,2023,benzyna,102 900zł
